Time (PDT),Temp.,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Conditions,Date
21:56,57.0 ,55.0 ,0.93,30.17 ,10.0 ,WNW,11.5 ,Partly Cloudy,3/25/2015
22:56,57.0 ,54.0 ,0.89,30.18 ,10.0 ,WNW,11.5 ,Partly Cloudy,3/25/2015
23:56,55.9 ,55.0 ,0.97,30.17 ,10.0 ,West,10.4 ,Partly Cloudy,3/25/2015
0:56,55.9 ,55.0 ,0.97,30.16 ,10.0 ,WNW,9.2 ,Partly Cloudy,3/26/2015
1:56,55.0 ,55.0 ,1,30.16 ,10.0 ,West,8.1 ,Partly Cloudy,3/26/2015
2:56,54.0 ,54.0 ,1,30.15 ,10.0 ,West,5.8 ,Partly Cloudy,3/26/2015
3:56,54.0 ,51.1 ,0.9,30.14 ,10.0 ,SW,3.5 ,Partly Cloudy,3/26/2015
4:56,53.1 ,50.0 ,0.89,30.13 ,10.0 ,Calm,Calm,Clear,3/26/2015
5:56,54.0 ,51.1 ,0.9,30.14 ,10.0 ,Calm,Calm,Clear,3/26/2015
6:56,54.0 ,51.1 ,0.9,30.14 ,10.0 ,Calm,Calm,Partly Cloudy,3/26/2015
7:56,57.0 ,54.0 ,0.89,30.16 ,10.0 ,Calm,Calm,Partly Cloudy,3/26/2015
8:56,61.0 ,57.0 ,0.87,30.17 ,10.0 ,Calm,Calm,Partly Cloudy,3/26/2015
9:56,62.1 ,57.9 ,0.86,30.18 ,10.0 ,NE,3.5 ,Partly Cloudy,3/26/2015
10:56,64.0 ,59.0 ,0.84,30.17 ,10.0 ,NE,3.5 ,Clear,3/26/2015
11:56,66.0 ,60.1 ,0.81,30.15 ,10.0 ,NNE,4.6 ,Clear,3/26/2015
12:56,68.0 ,60.1 ,0.76,30.14 ,10.0 ,NNE,4.6 ,Clear,3/26/2015
13:56,71.1 ,57.0 ,0.61,30.11 ,10.0 ,NNE,4.6 ,Clear,3/26/2015
14:56,73.9 ,57.9 ,0.57,30.08 ,10.0 ,NNE,4.6 ,Clear,3/26/2015
15:56,75.9 ,57.9 ,0.54,30.06 ,10.0 ,North,3.5 ,Clear,3/26/2015
16:56,78.1 ,55.0 ,0.45,30.06 ,10.0 ,WNW,13.8 ,Clear,3/26/2015
17:56,73.9 ,55.0 ,0.52,30.05 ,10.0 ,West,13.8 ,Clear,3/26/2015
18:56,69.1 ,55.0 ,0.61,30.06 ,10.0 ,WNW,18.4 ,Clear,3/26/2015
19:56,66.0 ,54.0 ,0.65,30.06 ,10.0 ,West,17.3 ,Clear,3/26/2015
20:56,64.0 ,54.0 ,0.7,30.08 ,10.0 ,WNW,15.0 ,Clear,3/26/2015
21:56,64.0 ,54.0 ,0.7,30.09 ,10.0 ,WNW,12.7 ,Clear,3/26/2015
22:56,63.0 ,54.0 ,0.72,30.10 ,10.0 ,West,10.4 ,Clear,3/26/2015
23:56,57.0 ,55.9 ,0.96,30.11 ,10.0 ,West,10.4 ,Partly Cloudy,3/26/2015
0:56,55.9 ,55.9 ,1,30.11 ,10.0 ,WNW,10.4 ,Partly Cloudy,3/27/2015
1:56,55.0 ,55.0 ,1,30.11 ,10.0 ,West,10.4 ,Partly Cloudy,3/27/2015
2:56,54.0 ,54.0 ,1,30.10 ,10.0 ,West,11.5 ,Partly Cloudy,3/27/2015
3:56,54.0 ,54.0 ,1,30.09 ,10.0 ,WNW,11.5 ,Partly Cloudy,3/27/2015
4:56,53.1 ,53.1 ,1,30.09 ,10.0 ,WNW,12.7 ,Partly Cloudy,3/27/2015
5:56,53.1 ,53.1 ,1,30.10 ,10.0 ,WNW,12.7 ,Partly Cloudy,3/27/2015
6:56,52.0 ,52.0 ,1,30.11 ,10.0 ,WNW,15.0 ,Partly Cloudy,3/27/2015
7:56,53.1 ,53.1 ,1,30.13 ,10.0 ,WNW,16.1 ,Partly Cloudy,3/27/2015
8:56,55.0 ,54.0 ,0.96,30.14 ,10.0 ,WNW,15.0 ,Partly Cloudy,3/27/2015
9:56,57.0 ,54.0 ,0.89,30.17 ,10.0 ,WNW,16.1 ,Partly Cloudy,3/27/2015
10:56,59.0 ,55.0 ,0.87,30.17 ,10.0 ,WNW,16.1 ,Partly Cloudy,3/27/2015
11:56,60.1 ,55.0 ,0.83,30.18 ,10.0 ,WNW,21.9 ,Partly Cloudy,3/27/2015
12:56,61.0 ,55.0 ,0.81,30.17 ,10.0 ,WNW,19.6 ,Partly Cloudy,3/27/2015
13:56,62.1 ,55.0 ,0.78,30.16 ,10.0 ,West,21.9 ,Partly Cloudy,3/27/2015
14:56,62.1 ,55.0 ,0.78,30.16 ,10.0 ,West,20.7 ,Scattered Clouds,3/27/2015
15:56,61.0 ,54.0 ,0.78,30.14 ,10.0 ,West,21.9 ,Partly Cloudy,3/27/2015
16:56,60.1 ,55.0 ,0.83,30.14 ,10.0 ,West,28.8 ,Partly Cloudy,3/27/2015
17:40,57.2 ,55.4 ,0.94,30.14 ,10.0 ,West,23.0 ,Mostly Cloudy,3/27/2015
18:40,57.2 ,55.4 ,0.94,30.14 ,10.0 ,West,25.3 ,Scattered Clouds,3/27/2015
19:56,57.0 ,55.0 ,0.93,30.16 ,10.0 ,West,18.4 ,Mostly Cloudy,3/27/2015
20:56,57.9 ,55.0 ,0.9,30.17 ,10.0 ,West,17.3 ,Mostly Cloudy,3/27/2015
21:56,57.2 ,55.4 ,0.94,30.17 ,10.0 ,West,17.3 ,Mostly Cloudy,3/27/2015
22:30,57.2 ,55.4 ,0.94,30.17 ,10.0 ,West,13.8 ,Scattered Clouds,3/27/2015
23:56,57.0 ,55.0 ,0.93,30.18 ,10.0 ,West,16.1 ,Partly Cloudy,3/27/2015
0:56,55.9 ,55.0 ,0.97,30.17 ,10.0 ,West,13.8 ,Partly Cloudy,3/28/2015
1:56,55.9 ,55.0 ,0.97,30.17 ,10.0 ,West,15.0 ,Partly Cloudy,3/28/2015
2:56,55.0 ,55.0 ,1,30.16 ,10.0 ,West,12.7 ,Partly Cloudy,3/28/2015
3:56,55.0 ,55.0 ,1,30.15 ,10.0 ,West,19.6 ,Partly Cloudy,3/28/2015
4:56,54.0 ,53.1 ,0.97,30.14 ,10.0 ,West,9.2 ,Partly Cloudy,3/28/2015
5:56,53.1 ,52.0 ,0.96,30.15 ,10.0 ,WNW,4.6 ,Partly Cloudy,3/28/2015
6:56,53.1 ,52.0 ,0.96,30.16 ,10.0 ,WSW,3.5 ,Partly Cloudy,3/28/2015
7:56,54.0 ,53.1 ,0.97,30.18 ,10.0 ,SSW,3.5 ,Scattered Clouds,3/28/2015
8:56,57.9 ,53.1 ,0.84,30.19 ,10.0 ,Calm,Calm,Scattered Clouds,3/28/2015
9:56,61.0 ,54.0 ,0.78,30.20 ,10.0 ,Calm,Calm,Scattered Clouds,3/28/2015
10:56,62.1 ,54.0 ,0.75,30.20 ,10.0 ,Calm,Calm,Scattered Clouds,3/28/2015
11:56,66.0 ,51.1 ,0.59,30.19 ,10.0 ,Calm,Calm,Scattered Clouds,3/28/2015
12:56,70.0 ,45.0 ,0.41,30.16 ,10.0 ,NE,3.5 ,Scattered Clouds,3/28/2015
13:56,73.0 ,51.1 ,0.46,30.14 ,10.0 ,West,12.7 ,Scattered Clouds,3/28/2015
14:56,73.9 ,48.0 ,0.4,30.12 ,10.0 ,WNW,13.8 ,Scattered Clouds,3/28/2015
15:56,70.0 ,46.9 ,0.44,30.10 ,10.0 ,WNW,19.6 ,Scattered Clouds,3/28/2015
16:56,66.9 ,46.9 ,0.49,30.09 ,10.0 ,West,19.6 ,Scattered Clouds,3/28/2015
17:56,64.0 ,48.0 ,0.56,30.09 ,10.0 ,West,24.2 ,Scattered Clouds,3/28/2015
18:56,61.0 ,48.0 ,0.62,30.08 ,10.0 ,West,21.9 ,Partly Cloudy,3/28/2015
19:56,57.9 ,48.9 ,0.72,30.09 ,10.0 ,West,21.9 ,Partly Cloudy,3/28/2015
20:56,57.0 ,52.0 ,0.83,30.11 ,10.0 ,West,25.3 ,Partly Cloudy,3/28/2015
21:56,55.0 ,52.0 ,0.89,30.12 ,10.0 ,West,20.7 ,Partly Cloudy,3/28/2015
22:56,55.0 ,52.0 ,0.89,30.11 ,9.0 ,WNW,17.3 ,Clear,3/28/2015
23:56,55.0 ,51.1 ,0.86,30.12 ,9.0 ,WNW,8.1 ,Clear,3/28/2015
0:56,53.6 ,51.8 ,0.94,30.12 ,9.0 ,West,4.6 ,Clear,3/29/2015
1:56,53.1 ,51.1 ,0.93,30.12 ,9.0 ,WNW,9.2 ,Clear,3/29/2015
2:56,53.1 ,52.0 ,0.96,30.12 ,9.0 ,WNW,11.5 ,Clear,3/29/2015
3:56,53.1 ,51.1 ,0.93,30.11 ,9.0 ,WNW,12.7 ,Clear,3/29/2015
4:56,53.1 ,52.0 ,0.96,30.11 ,8.0 ,West,12.7 ,Partly Cloudy,3/29/2015
5:56,52.0 ,50.0 ,0.93,30.11 ,8.0 ,West,6.9 ,Partly Cloudy,3/29/2015
6:56,50.0 ,48.9 ,0.96,30.11 ,10.0 ,WSW,3.5 ,Partly Cloudy,3/29/2015
7:56,53.1 ,50.0 ,0.89,30.12 ,10.0 ,Calm,Calm,Partly Cloudy,3/29/2015
8:56,57.0 ,51.1 ,0.81,30.12 ,10.0 ,Calm,Calm,Partly Cloudy,3/29/2015
9:56,60.1 ,53.1 ,0.78,30.13 ,10.0 ,Calm,Calm,Partly Cloudy,3/29/2015
10:56,61.0 ,54.0 ,0.78,30.12 ,10.0 ,NE,4.6 ,Partly Cloudy,3/29/2015
11:56,63.0 ,54.0 ,0.72,30.11 ,10.0 ,ENE,3.5 ,Partly Cloudy,3/29/2015
12:56,64.9 ,55.0 ,0.7,30.08 ,10.0 ,ENE,4.6 ,Partly Cloudy,3/29/2015
13:54,69.8 ,51.8 ,0.53,30.06 ,10.0 ,WNW,18.4 ,Partly Cloudy,3/29/2015
14:56,69.1 ,48.9 ,0.49,30.05 ,10.0 ,WNW,20.7 ,Partly Cloudy,3/29/2015
15:56,70.0 ,48.9 ,0.47,30.03 ,10.0 ,WNW,16.1 ,Partly Cloudy,3/29/2015
16:56,66.9 ,51.1 ,0.57,30.02 ,10.0 ,WNW,18.4 ,Partly Cloudy,3/29/2015
17:56,64.0 ,50.0 ,0.6,30.02 ,10.0 ,West,23.0 ,Partly Cloudy,3/29/2015
18:56,61.0 ,50.0 ,0.67,30.01 ,10.0 ,WNW,20.7 ,Partly Cloudy,3/29/2015
19:56,57.9 ,53.1 ,0.84,30.01 ,10.0 ,WNW,15.0 ,Scattered Clouds,3/29/2015
20:56,57.9 ,53.1 ,0.84,30.04 ,10.0 ,WNW,12.7 ,Partly Cloudy,3/29/2015
21:56,57.0 ,52.0 ,0.83,30.05 ,10.0 ,WNW,10.4 ,Partly Cloudy,3/29/2015
22:56,57.0 ,52.0 ,0.83,30.05 ,10.0 ,WNW,6.9 ,Partly Cloudy,3/29/2015
23:56,55.9 ,51.1 ,0.84,30.05 ,10.0 ,West,8.1 ,Clear,3/29/2015
0:56,55.0 ,51.1 ,0.86,30.04 ,10.0 ,WNW,6.9 ,Clear,3/30/2015
1:56,55.0 ,51.1 ,0.86,30.03 ,10.0 ,WSW,3.5 ,Clear,3/30/2015
2:56,53.1 ,51.1 ,0.93,30.03 ,10.0 ,West,4.6 ,Clear,3/30/2015
3:56,52.0 ,46.9 ,0.83,30.03 ,10.0 ,SW,3.5 ,Clear,3/30/2015
4:56,53.1 ,51.1 ,0.93,30.02 ,10.0 ,WNW,10.4 ,Partly Cloudy,3/30/2015
5:56,53.1 ,53.1 ,1,30.02 ,10.0 ,WNW,11.5 ,Partly Cloudy,3/30/2015
6:56,53.1 ,52.0 ,0.96,30.02 ,10.0 ,WNW,8.1 ,Partly Cloudy,3/30/2015
7:56,55.0 ,53.1 ,0.93,30.04 ,9.0 ,WNW,5.8 ,Partly Cloudy,3/30/2015
8:56,57.9 ,52.0 ,0.81,30.06 ,9.0 ,West,10.4 ,Scattered Clouds,3/30/2015
9:56,59.0 ,52.0 ,0.78,30.07 ,9.0 ,WNW,16.1 ,Scattered Clouds,3/30/2015
10:56,60.1 ,52.0 ,0.75,30.08 ,9.0 ,WNW,18.4 ,Mostly Cloudy,3/30/2015
11:56,61.0 ,52.0 ,0.72,30.08 ,9.0 ,West,19.6 ,Mostly Cloudy,3/30/2015
12:56,64.0 ,51.1 ,0.63,30.07 ,10.0 ,WNW,23.0 ,Mostly Cloudy,3/30/2015
13:56,63.0 ,52.0 ,0.67,30.07 ,10.0 ,West,20.7 ,Mostly Cloudy,3/30/2015
14:56,62.1 ,52.0 ,0.7,30.06 ,10.0 ,West,25.3 ,Mostly Cloudy,3/30/2015
15:56,61.0 ,51.1 ,0.7,30.06 ,10.0 ,West,25.3 ,Mostly Cloudy,3/30/2015
16:56,61.0 ,51.1 ,0.7,30.05 ,10.0 ,West,24.2 ,Mostly Cloudy,3/30/2015
17:56,60.1 ,50.0 ,0.69,30.05 ,10.0 ,West,29.9 ,Mostly Cloudy,3/30/2015
18:56,57.0 ,52.0 ,0.83,30.06 ,10.0 ,West,24.2 ,Mostly Cloudy,3/30/2015
19:56,57.0 ,53.1 ,0.87,30.06 ,10.0 ,West,25.3 ,Mostly Cloudy,3/30/2015
20:56,55.9 ,53.1 ,0.9,30.08 ,10.0 ,WSW,18.4 ,Mostly Cloudy,3/30/2015
21:56,55.9 ,53.1 ,0.9,30.09 ,10.0 ,West,27.6 ,Mostly Cloudy,3/30/2015
22:56,55.9 ,53.1 ,0.9,30.09 ,10.0 ,West,24.2 ,Mostly Cloudy,3/30/2015
23:56,55.9 ,52.0 ,0.87,30.09 ,10.0 ,West,24.2 ,Mostly Cloudy,3/30/2015
0:56,55.9 ,54.0 ,0.93,30.10 ,10.0 ,West,25.3 ,Mostly Cloudy,3/31/2015
1:56,55.0 ,54.0 ,0.96,30.10 ,10.0 ,West,21.9 ,Mostly Cloudy,3/31/2015
2:56,55.9 ,55.0 ,0.97,30.10 ,10.0 ,West,23.0 ,Mostly Cloudy,3/31/2015
3:56,55.9 ,55.0 ,0.97,30.09 ,10.0 ,West,20.7 ,Mostly Cloudy,3/31/2015
4:03,55.4 ,55.4 ,1,30.09 ,10.0 ,West,21.9 ,Mostly Cloudy,3/31/2015
5:56,55.9 ,55.0 ,0.97,30.11 ,10.0 ,West,11.5 ,Overcast,3/31/2015
6:07,55.4 ,55.4 ,1,30.11 ,10.0 ,WNW,11.5 ,Scattered Clouds,3/31/2015
7:56,55.9 ,55.0 ,0.97,30.15 ,10.0 ,West,16.1 ,Mostly Cloudy,3/31/2015
8:31,57.2 ,53.6 ,0.88,30.16 ,10.0 ,West,23.0 ,Scattered Clouds,3/31/2015
9:56,59.0 ,53.1 ,0.81,30.19 ,10.0 ,West,19.6 ,Scattered Clouds,3/31/2015
10:56,61.0 ,51.1 ,0.7,30.19 ,10.0 ,West,16.1 ,Partly Cloudy,3/31/2015
11:56,64.0 ,51.1 ,0.63,30.19 ,10.0 ,West,19.6 ,Partly Cloudy,3/31/2015
12:56,64.0 ,48.9 ,0.58,30.19 ,10.0 ,WNW,23.0 ,Partly Cloudy,3/31/2015
13:56,64.9 ,46.9 ,0.52,30.18 ,10.0 ,West,27.6 ,Partly Cloudy,3/31/2015
14:56,64.0 ,46.0 ,0.52,30.15 ,10.0 ,West,32.2 ,Partly Cloudy,3/31/2015
15:56,63.0 ,46.0 ,0.54,30.16 ,10.0 ,West,27.6 ,Partly Cloudy,3/31/2015
16:56,62.1 ,46.0 ,0.56,30.15 ,10.0 ,West,31.1 ,Partly Cloudy,3/31/2015
17:56,60.1 ,45.0 ,0.57,30.16 ,10.0 ,West,32.2 ,Partly Cloudy,3/31/2015
18:56,57.9 ,45.0 ,0.62,30.16 ,10.0 ,West,27.6 ,Partly Cloudy,3/31/2015
19:56,55.9 ,45.0 ,0.67,30.16 ,10.0 ,West,25.3 ,Partly Cloudy,3/31/2015
20:56,55.0 ,45.0 ,0.69,30.17 ,10.0 ,West,21.9 ,Clear,3/31/2015
21:56,53.6 ,44.6 ,0.72,30.18 ,10.0 ,West,17.3 ,Clear,3/31/2015
22:56,54.0 ,45.0 ,0.72,30.20 ,10.0 ,West,12.7 ,Clear,3/31/2015
23:56,54.0 ,44.1 ,0.69,30.21 ,10.0 ,West,15.0 ,Clear,3/31/2015
0:56,53.1 ,44.1 ,0.71,30.21 ,10.0 ,West,17.3 ,Clear,4/1/2015
1:56,52.0 ,44.1 ,0.74,30.21 ,10.0 ,West,16.1 ,Clear,4/1/2015
2:56,51.1 ,43.0 ,0.74,30.20 ,10.0 ,West,12.7 ,Clear,4/1/2015
3:56,51.1 ,45.0 ,0.8,30.18 ,10.0 ,West,11.5 ,Clear,4/1/2015
4:56,50.0 ,44.1 ,0.8,30.18 ,10.0 ,West,9.2 ,Clear,4/1/2015
5:56,48.9 ,43.0 ,0.8,30.17 ,10.0 ,West,8.1 ,Clear,4/1/2015
6:56,50.0 ,42.1 ,0.74,30.18 ,10.0 ,West,8.1 ,Partly Cloudy,4/1/2015
7:56,52.0 ,42.1 ,0.69,30.19 ,10.0 ,West,10.4 ,Scattered Clouds,4/1/2015
8:56,55.0 ,41.0 ,0.59,30.20 ,10.0 ,West,9.2 ,Scattered Clouds,4/1/2015
9:56,57.0 ,39.0 ,0.51,30.20 ,10.0 ,WSW,8.1 ,Scattered Clouds,4/1/2015
10:56,61.0 ,37.0 ,0.41,30.20 ,10.0 ,West,12.7 ,Mostly Cloudy,4/1/2015
11:56,62.1 ,39.0 ,0.43,30.18 ,10.0 ,West,20.7 ,Mostly Cloudy,4/1/2015
12:56,62.1 ,43.0 ,0.5,30.17 ,10.0 ,West,18.4 ,Mostly Cloudy,4/1/2015
13:56,62.1 ,42.1 ,0.48,30.14 ,10.0 ,West,26.5 ,Mostly Cloudy,4/1/2015
14:56,61.0 ,44.1 ,0.54,30.14 ,10.0 ,West,24.2 ,Mostly Cloudy,4/1/2015
15:56,60.1 ,45.0 ,0.57,30.13 ,10.0 ,WNW,25.3 ,Mostly Cloudy,4/1/2015
16:56,60.8 ,44.6 ,0.55,30.11 ,10.0 ,West,24.2 ,Scattered Clouds,4/1/2015
17:56,57.9 ,45.0 ,0.62,30.09 ,10.0 ,West,27.6 ,Partly Cloudy,4/1/2015
18:56,55.9 ,46.0 ,0.69,30.09 ,10.0 ,West,23.0 ,Partly Cloudy,4/1/2015
19:56,55.0 ,48.0 ,0.77,30.09 ,10.0 ,West,23.0 ,Partly Cloudy,4/1/2015
20:56,54.0 ,48.9 ,0.83,30.10 ,10.0 ,West,13.8 ,Clear,4/1/2015
21:56,54.0 ,48.9 ,0.83,30.11 ,10.0 ,West,11.5 ,Partly Cloudy,4/1/2015
22:56,55.0 ,46.0 ,0.72,30.11 ,10.0 ,West,6.9 ,Partly Cloudy,4/1/2015
23:56,53.1 ,48.0 ,0.83,30.12 ,10.0 ,West,11.5 ,Clear,4/1/2015
0:56,53.1 ,48.0 ,0.83,30.14 ,10.0 ,West,9.2 ,Clear,4/2/2015
1:56,52.0 ,46.0 ,0.8,30.14 ,10.0 ,West,8.1 ,Clear,4/2/2015
2:56,51.1 ,46.0 ,0.83,30.14 ,10.0 ,West,9.2 ,Clear,4/2/2015
3:56,52.0 ,45.0 ,0.77,30.15 ,10.0 ,West,11.5 ,Clear,4/2/2015
4:56,50.0 ,43.0 ,0.77,30.15 ,10.0 ,West,9.2 ,Clear,4/2/2015
5:56,50.0 ,44.1 ,0.8,30.16 ,10.0 ,West,9.2 ,Clear,4/2/2015
6:56,50.0 ,39.9 ,0.68,30.17 ,10.0 ,West,8.1 ,Partly Cloudy,4/2/2015
7:56,54.0 ,39.9 ,0.59,30.19 ,10.0 ,WNW,8.1 ,Partly Cloudy,4/2/2015
8:56,57.9 ,36.0 ,0.44,30.19 ,10.0 ,NNW,18.4 ,Partly Cloudy,4/2/2015
9:56,59.0 ,37.0 ,0.44,30.20 ,10.0 ,North,15.0 ,Partly Cloudy,4/2/2015
10:56,61.0 ,37.0 ,0.41,30.22 ,10.0 ,North,15.0 ,Partly Cloudy,4/2/2015
11:56,63.0 ,36.0 ,0.37,30.21 ,10.0 ,NNW,18.4 ,Partly Cloudy,4/2/2015
12:56,64.9 ,36.0 ,0.34,30.20 ,10.0 ,North,15.0 ,Partly Cloudy,4/2/2015
13:56,66.0 ,37.9 ,0.36,30.20 ,10.0 ,WNW,13.8 ,Partly Cloudy,4/2/2015
14:56,66.0 ,37.0 ,0.34,30.19 ,10.0 ,West,20.7 ,Partly Cloudy,4/2/2015
15:56,64.0 ,41.0 ,0.43,30.18 ,10.0 ,West,19.6 ,Partly Cloudy,4/2/2015
16:56,64.9 ,37.9 ,0.37,30.16 ,10.0 ,West,21.9 ,Partly Cloudy,4/2/2015
17:56,62.1 ,37.9 ,0.41,30.16 ,10.0 ,West,23.0 ,Partly Cloudy,4/2/2015
18:56,59.0 ,39.9 ,0.49,30.16 ,10.0 ,West,21.9 ,Partly Cloudy,4/2/2015
19:56,57.0 ,41.0 ,0.55,30.16 ,10.0 ,West,15.0 ,Partly Cloudy,4/2/2015
20:56,55.9 ,42.1 ,0.6,30.17 ,10.0 ,West,17.3 ,Partly Cloudy,4/2/2015
21:56,54.0 ,45.0 ,0.72,30.18 ,10.0 ,WNW,10.4 ,Partly Cloudy,4/2/2015
22:56,53.1 ,48.0 ,0.83,30.18 ,10.0 ,WNW,13.8 ,Partly Cloudy,4/2/2015
23:56,53.1 ,48.0 ,0.83,30.18 ,10.0 ,West,9.2 ,Clear,4/2/2015
0:56,52.0 ,48.0 ,0.86,30.19 ,10.0 ,West,8.1 ,Clear,4/3/2015
1:56,52.0 ,46.0 ,0.8,30.19 ,10.0 ,Calm,Calm,Clear,4/3/2015
2:56,52.0 ,46.0 ,0.8,30.18 ,10.0 ,Calm,Calm,Clear,4/3/2015
3:56,48.9 ,46.0 ,0.9,30.17 ,10.0 ,WNW,8.1 ,Clear,4/3/2015
4:56,50.0 ,48.0 ,0.93,30.18 ,10.0 ,WNW,4.6 ,Clear,4/3/2015
5:56,48.9 ,46.9 ,0.93,30.19 ,10.0 ,West,4.6 ,Clear,4/3/2015
6:56,48.9 ,44.1 ,0.83,30.20 ,10.0 ,West,4.6 ,Partly Cloudy,4/3/2015
7:56,51.1 ,44.1 ,0.77,30.22 ,10.0 ,Calm,Calm,Clear,4/3/2015
8:56,57.0 ,45.0 ,0.64,30.23 ,10.0 ,Calm,Calm,Clear,4/3/2015
9:56,59.0 ,45.0 ,0.6,30.23 ,10.0 ,ENE,3.5 ,Clear,4/3/2015
10:56,62.1 ,46.9 ,0.58,30.23 ,10.0 ,NW,9.2 ,Clear,4/3/2015
11:56,63.0 ,45.0 ,0.52,30.22 ,10.0 ,WNW,16.1 ,Clear,4/3/2015
12:56,62.1 ,45.0 ,0.53,30.20 ,10.0 ,WNW,18.4 ,Clear,4/3/2015
13:56,64.0 ,45.0 ,0.5,30.18 ,10.0 ,WNW,17.3 ,Partly Cloudy,4/3/2015
14:56,64.0 ,44.1 ,0.48,30.18 ,10.0 ,West,20.7 ,Partly Cloudy,4/3/2015
15:56,62.1 ,44.1 ,0.52,30.17 ,10.0 ,West,25.3 ,Partly Cloudy,4/3/2015
16:56,60.1 ,43.0 ,0.53,30.15 ,10.0 ,West,25.3 ,Partly Cloudy,4/3/2015
17:56,59.0 ,44.1 ,0.58,30.14 ,10.0 ,West,23.0 ,Partly Cloudy,4/3/2015
18:56,55.9 ,44.1 ,0.64,30.14 ,10.0 ,West,25.3 ,Partly Cloudy,4/3/2015
19:56,54.0 ,44.1 ,0.69,30.13 ,10.0 ,West,25.3 ,Partly Cloudy,4/3/2015
20:56,53.1 ,44.1 ,0.71,30.12 ,10.0 ,West,18.4 ,Partly Cloudy,4/3/2015
21:56,53.1 ,46.0 ,0.77,30.12 ,10.0 ,West,17.3 ,Partly Cloudy,4/3/2015
22:56,52.0 ,46.0 ,0.8,30.14 ,10.0 ,West,17.3 ,Clear,4/3/2015
23:56,52.0 ,48.0 ,0.86,30.12 ,10.0 ,West,28.8 ,Clear,4/3/2015
0:56,51.1 ,48.0 ,0.89,30.12 ,10.0 ,West,23.0 ,Clear,4/4/2015
1:56,51.1 ,48.0 ,0.89,30.11 ,10.0 ,West,23.0 ,Clear,4/4/2015
2:56,51.1 ,48.9 ,0.92,30.10 ,10.0 ,West,20.7 ,Clear,4/4/2015
3:56,51.1 ,48.9 ,0.92,30.09 ,10.0 ,West,23.0 ,Clear,4/4/2015
4:56,51.1 ,48.0 ,0.89,30.08 ,10.0 ,West,15.0 ,Partly Cloudy,4/4/2015
5:56,51.1 ,48.9 ,0.92,30.09 ,10.0 ,West,17.3 ,Scattered Clouds,4/4/2015
6:56,51.1 ,48.9 ,0.92,30.09 ,10.0 ,West,17.3 ,Scattered Clouds,4/4/2015
7:56,52.0 ,48.9 ,0.89,30.09 ,10.0 ,West,10.4 ,Mostly Cloudy,4/4/2015
8:56,55.0 ,48.0 ,0.77,30.09 ,10.0 ,WNW,15.0 ,Scattered Clouds,4/4/2015
9:56,57.9 ,46.9 ,0.67,30.10 ,10.0 ,West,15.0 ,Partly Cloudy,4/4/2015
10:56,60.1 ,46.0 ,0.6,30.10 ,10.0 ,West,20.7 ,Partly Cloudy,4/4/2015
11:56,61.0 ,44.1 ,0.54,30.09 ,10.0 ,West,21.9 ,Scattered Clouds,4/4/2015
12:56,61.0 ,45.0 ,0.56,30.07 ,10.0 ,West,24.2 ,Scattered Clouds,4/4/2015
13:56,62.1 ,43.0 ,0.5,30.06 ,10.0 ,West,25.3 ,Scattered Clouds,4/4/2015
14:56,61.0 ,44.1 ,0.54,30.05 ,10.0 ,West,32.2 ,Scattered Clouds,4/4/2015
15:56,61.0 ,42.1 ,0.5,30.04 ,10.0 ,West,24.2 ,Mostly Cloudy,4/4/2015
16:56,57.9 ,42.1 ,0.56,30.02 ,10.0 ,West,25.3 ,Mostly Cloudy,4/4/2015
17:56,55.9 ,43.0 ,0.62,30.00 ,10.0 ,West,29.9 ,Overcast,4/4/2015
18:56,55.0 ,43.0 ,0.64,29.99 ,10.0 ,West,24.2 ,Overcast,4/4/2015
19:56,54.0 ,42.1 ,0.64,29.98 ,10.0 ,West,19.6 ,Mostly Cloudy,4/4/2015
20:56,53.1 ,41.0 ,0.64,29.98 ,10.0 ,West,16.1 ,Mostly Cloudy,4/4/2015
21:56,53.1 ,43.0 ,0.69,29.98 ,10.0 ,West,12.7 ,Scattered Clouds,4/4/2015
22:56,53.1 ,46.0 ,0.77,29.98 ,10.0 ,West,15.0 ,Scattered Clouds,4/4/2015
23:56,52.0 ,46.0 ,0.8,29.98 ,10.0 ,West,10.4 ,Scattered Clouds,4/4/2015
0:56,51.1 ,46.9 ,0.86,29.99 ,10.0 ,West,4.6 ,Scattered Clouds,4/5/2015
1:56,51.1 ,46.9 ,0.86,29.97 ,10.0 ,Calm,Calm,Scattered Clouds,4/5/2015
2:56,50.0 ,46.0 ,0.86,29.96 ,10.0 ,SSW,3.5 ,Scattered Clouds,4/5/2015
3:56,48.9 ,46.0 ,0.9,29.94 ,10.0 ,Calm,Calm,Partly Cloudy,4/5/2015
4:56,50.0 ,46.9 ,0.89,29.93 ,10.0 ,SE,5.8 ,Overcast,4/5/2015
5:56,51.1 ,45.0 ,0.8,29.92 ,10.0 ,SE,8.1 ,Mostly Cloudy,4/5/2015
6:56,51.1 ,45.0 ,0.8,29.91 ,10.0 ,SE,4.6 ,Mostly Cloudy,4/5/2015
7:56,53.1 ,44.1 ,0.71,29.91 ,10.0 ,SE,4.6 ,Mostly Cloudy,4/5/2015
